Column1,law_no,main,middle,small,question,answer
6626,214428001,임금,노동 일반,근로시간,근무시간이후에 행해지는 직무교육을 근로시간이라 볼 수있나요?,"사용자가 정해진 근무시간 종료 후 또는 휴일에 근로자에게 의무적으로 소집해 실시하는 교육은 근로시간에 포함됩니다(고용노동부 행정해석 근기 01254-14835, 1988.9.29 참고)."
6627,214422001,임금,퇴직금,퇴직금 지급,퇴사를 앞 둔 근로자로부터 퇴직금 포기 각서를 받은 경우 퇴직금을 지급할 필요없나요?,최종 퇴직시 발생하는 퇴직금청구권을 사전에 포기하거나 사전에 그에 관한 민사상 소송을 제기하지 않겠다는 부제소특약을 하는 것은 강행법규인 근로기준법에 위반되어 무효입니다.
6628,214407001,임금,노동 일반,사직,"작성일자를 3개월 뒤로 한 사직서를 제출했으나 계속 일을 하고 싶어졌는데, 사직서를 철회할 수 있나요?","근로자가 작성일자를 3개월 뒤?로 한 사직서를 제출하고 이후 사직의사를 철회하는 경우에 있어서, 근로계약관계의 종료를 위한 합의해지의 청약에 대하여? 내부적인 승낙의사가 형성되기 전에 이루어진 것이므로 특별한 사정이 없는한 철회가 가능합니다(대법 91다43138, 1992.4.10)."
6629,214375001,해고,징계,,부당한 징계해고를 당했는데요. 이런 경우에도 금전보상명령을 신청할 수 있나요?,"금전보상명령의 신청대상은 부당해고 구제신청 사건에 대해서만 허용되는 것으로 징계해고, 경영상해고, 직권면직 등 명칭에 관계없이 근로자가 사용자에 의해 일방적인 근로관계 종결조치를 당한 경우 금전보상명령을 신청할 수 있습니다(근로기준법 제30조 제3항 참조)."
6630,214343001,임금,노동 일반,파견근로,파견대상업무가 아닌데 파견근로자를 사용하여 직접고용의무가 발생하였습니다. 만약 직접고용의무를 이행하지 않는다면 어떤 불이익이 있나요?,파견근로자를 직접고용해야할 의무가 생겼음에도 직접 고용하지 아니하면 3천만원이하의 과태료가 부과됩니다(파견법 제46조 제2항).
6631,214331001,임금,노동 일반,외국인 근로자,외국인근로자가 사업장을 마음대로 바꿔가며 일을 할 수 있나요?,"외국인근로자는 최초의 근로개시를 한 사업장에서 계속 근무하는 것이 원칙입니다. 다만, 사업장의 휴·폐업, 임금체불 등의 사업장 이동 사유를 들어 예외적으로 사업장 이동을 최대 4회까지 허용합니다."
6632,214327001,임금,노동 일반,외국인 근로자,모든 사업장에서 외국인 근로자를 고용할 수 있나요?,"모든 사업장에서 체류자격을 가진 외국인 근로자를 채용할 수는 없고 제조업, 건설업, 서비스업, 어업, 농축산업 등으로 허용업종이 제한되어 있습니다."
6633,214326001,임금,임금일반,임금지급 금액,당사는 연말에 근로자에게 성과급을 지급합니다. 육아휴직으로 연말에 출근하지 않던 근로자가 다음 해 3월에 복직을 한 경우 미지급된 성과급을 주어야 하나요?,육아휴직 기간에 사업주는 임금지급의무가 없습니다. 육아휴직을 이유로 근로자에게 불리한 처우를 할 수 없으므로(남녀고용평등법 제19조) 회사의 취업규칙 등에 1년 만근 등 따로 성과급의 조건을 규정하고 있는 경우가 아니라면 근로자에게 실제로 근로를 제공한 기간에 대해 일할 계산된 성과급을 지급하여야 합니다.
6634,214318001,임금,노동 일반,근로시간,입사시 1주 60시간을 초과하는 근로시간을 정하여 근로계약을 했는데 법적으로 문제 없나요?,"고용노동부의 행정해석에 따르면 사실상 1주 최대 근로시간을 68시간까지 허용됩니다. 다만, 주간 근무일에 12시간을 초과하여 근무하는 경우 법 위반소지가 있다고 볼 수 있습니다."
6635,214297001,임금,노동 일반,연차휴가,"공휴일 전부를 연차로 대체하여 쓰는 것으로 하면 쓸 수 있는 연차 개수가 터무니 없이 적은데요, 법적으로 문제가 없는건가요?","근로계약의 내용으로 국경일과 신정, 구정, 하계휴가, 추석, 그 외 서면 합의한 날 등 너무 많은 일수를 유급휴가일로 사용토록 하는 것은 연차유급휴가제의 입법취지에 반할 뿐만 아니라 근로자의 의사와 상관없이 근로계약 체결이 강요되어 정작 근로자가 필요한 날에 유급휴가를 사용할 수 없게 되는 결과를 초래할 우려가 상당하므로 바람직하지 않다는 행정해석이 있습니다(임금근로 시간정책팀-2425, 2006.8.25)."
6636,214282001,임금,노동 일반,기간제 근로,사용자의 차별적처우로 시정신청을 했는데 시정절차 도중에 근로계약기간이 만료되었다면 차별에 대한 배상을 받지 못하나요?,"노동위원회의 시정 명령 내용 중 하나로 들고 있는 금전보상명령 또는 배상명령은 과거에 있었던 차별적 처우의 결과로 남아 있는 불이익을 금전적으로 전보하기 위한 것으로, 그 성질상 근로계약기간이 만료한 경우에도 발할 수 있습니다(대법 2014두43288, 2016.12.1)."
6637,214275001,임금,노동 일반,근로계약,퇴직금 지급을 회피하기 위해 근로계약을 일부로 1년 미만의 기간으로 설정하는 경우 이를 금지하는 법적 근거가 있나요?,근로계약기간에 대해서는 근로기준법에 제한이 없습니다. 사용자는 근로자의 동의를 받아 퇴직금지급이 되지 않는 1년 미만의 근로계약기간을 설정해도 위법이 아닙니다.
6638,214262001,임금,노동 일반,사직,1년 근로계약을 한 기간제 근로자인데 1년을 채우지 않고 퇴사를 해도 법적으로 문제가 없나요?,"1년의 근로계약기간으로 채용된 근로자의 경우에도 중간에 퇴사(사직)할 수 있습니다. 다만, 사직하는 경우에는 사직일자 및 사직사유를 적은 사직서를 사용자에게 제출하고 사용자가 이를 수리하면 사직의 효력이 발생하여 근로자는 사직서에 기재된 사직일자까지만 근로하고 퇴사하면 됩니다."
6639,214254001,임금,노동 일반,파견근로,"최초 채용 당시에는 파견근로자가 아니었는데, 회사 사정상 잠시 파견 근로를 보내는 경우 꼭 근로자의 동의가 있어야 하나요","파견사업주는 파견근로자를 고용하거나 전환하고자 할 때 당해 근로자에게 그 취지를 알려주어야 하며, 전환의 경우 그 근로자의 동의를 얻지 못하면 무효입니다."
6640,214251002,임금,감급 및 감봉,감급의 제한,근로자가 횡령을 하여 회사에 막대한 영향을 끼쳐 징계해고를 하는 경우 퇴직금을 적게 지급할 수 있나요,"퇴직금 지급 시 징계해고의 사유 별로 누진율을 달리 하는 제도를 설정할 수는 있으나, 법정퇴직금보다 낮게 지급할 수는 없습니다."
6641,214249001,임금,감급 및 감봉,감급의 제한,취업규칙에 지각이 3회인 경우 월 10만원 감봉하는 것으로 되어 있는데 법적인 문제가 없나요,"근로기준법은 근로자에 대해 감급제재를 정할 경우 그 감액은 1회의 금액이 평균임금 1일분의 1/2를, 1임금 지급기 임금총액의 1/10을 초과할 수 없도록 규정하고 있습니다. 따라서 해당 부분을 초과할 수는 없습니다."
6642,214230001,임금,노동 일반,근로기준법 적용 ,"현재 회사를 설립 중에 있는데, 행정관청에 신고하기 전에 사전 업무를 하기 위해 일을 하는 경우에도 근로기준법을 적용하나요",설립 중인 회사도 근로기준법이 적용되는 사업에 포함됩니다.
6643,214218001,임금,노동 일반,근로기준법 적용 ,비영리 단체에도 근로기준법이 적용되나요,사업이 업으로서 행하여지는 한 비영리단체도 근로기준법상의 사업에 포함됩니다.
6644,214210001,임금,노동 일반,업무상 재해,사회적 질서를 해치는 행위를 종교단체에서 종사하는 자가 다친 경우 업무상 재해를 인정받을 수 있는 산재보험법상 ‘사업’에 해당하나요,"불법사업인지의 판단에 있어 해당 종교단체가 행하는 종교행위가 사회통념상 도저히 용인될 수 없는 반사회적 행위인지 여부에 대한 판단이 사실상 어렵고, 해당 행위가 마약제조·판매 등과 같이 형법 등 관련법에서 그 자체로 범죄행위를 구성하는 것이 아니라면 법 적용에서 제외되지 않는 것으로 보입니다. (보험적용부-5051, 2013.10.01)"
6645,214192001,임금,노동 일반,연차휴가,"근로자가 병가 사용 시, 이미 발생한 연차휴가를 사용하게 하는 것이 법에 위반될까요","병가는 근로기준법에 규정되어 있지 않으므로 병가 사용에 대해서는 단체협약 및 취업규칙 등에 규정되어 있는 경우 그에 따라 처리하면 되며, 근로자가 업무외 질병 등으로 병가 사용시 연차휴가를 먼저 사용하도록 하는 것은 노사 약정에 따른 것으로 법위반으로 단정하기는 어렵다고 할 것입니다. (근로개선정책과-4027, 2014.07.18)"
6646,214173001,임금,노동 일반,근로기준법 적용 ,국립대학교 기성회회계에서 국가공무원인 교수에게 매월 정액으로 지급되었던 「연구비」의 미지급이 「근로기준법」의 적용을 받아 구제받을 수 있나요,"공무원의 자격·임용·보수 등 근로조건에 대한 사항은 국가공무원법, 교육공무원법, 공무원수당 등에 관한 규정(대통령령), 공무원 보수규정(대통령령) 등 관련 법령에서 별도로 정하고 있으므로, 동 법령이 우선 적용되므로 해당 법률을 따라야하고 근로기준법 적용이 배제된다고 사료됩니다 (근로기준정책과-6221, 2015.11.25)"
6647,214172001,임금,노동 일반,근로자공급사업,근로자를 공급받는 업체는 스스로 근로자를 고용할 수 없나요,"근로자를 공급받아 사용하고자 하는 자는 허가받은 근로자공급사업자로부터 자유롭게 공급계약을 체결하여 근로자를 공급받아 사용할 수 있으나, 근로자를 공급받아 사용할 것인지 또는 직접 고용하여 사용할 것인지는 해당 사업장이 자율적으로 결정할 사항이라고 판단됩니다. (고용서비스정책과-5292, 2015.11.25)"
6648,214171001,임금,노동 일반,기간제 근로,단시간근로자의 근로기간이 1년 이상이지만 52주를 근로하지 않았다면 퇴직연금은 기업으로 반환해야 하나요,"단시간근로자의 계속근로기간이 1년 이상이라 하더라도, 4주간을 평균하여 1주간의 소정근로시간이 15시간 이상 되는 기간만을 합산하여 퇴직급여 발생여부를 판단하여야 할 것입니다. 만약, 합산한 계속근로기간이 1년 미만인 경우라면 당해 근로자의 퇴직급여는 발생하지 않는다 할 것이므로, 동 법 시행령 제24조제3호 및 제4호의 단서규정에 따라 계속근로기간이 1년 미만인 가입자에 대한 적립금은 달리 볼 사정이 없는 한 사용자에게 귀속되어야 할 것입니다. (퇴직연금복지과-4192, 2015-11-30)"
