Column1,분류일련번호,백문일련번호,대분류,중분류,백문백답주제명,백문내용,백답간략내용,서비스 시간
508,84,6069,부동산/임대차,공공임대주택 입주자,무주택세대구성원,공공임대주택 입주자 모집공고에 나오는 무주택세대구성원은 무엇인가요?,“무주택세대구성원”이란 세대원 전원이 주택을 소유하고 있지 않은 세대의 구성원을 말하며 “세대원”이란 다음의 사람[주택공급신청자(이하 “신청자”라 함)가 세대별 주민등록표에 등재되어 있지 않은 경우는 제외)을 말합니다.<br/>◇ 무주택세대구성원<br/>테이블 단락<br/>,2023-03-17 16:31
509,84,6070,부동산/임대차,공공임대주택 입주자,영구임대주택 우선공급 입주자격,"저는 대학생이고 현재 아버지와 같이 생활하고 있습니다. 이번에 영구임대주택 입주 공고가 올라와서 살펴보던 중 우선공급 대상에 국가유공자도 포함이 되더라구요. 아버지가 국가유공자이신데, 우선공급으로 신청해도 될까요.","신청하셔도 됩니다. 영구임대주택 우선공급은 국가유공자, 국군포로, 수급자인 신혼부부, 65세 이상 고령자를 대상으로 합니다.<br/>◇ 국가유공자 등에 대한 우선공급 입주자격<br/>☞ 해당 세대의 월평균소득이 전년도 도시근로자 가구당 월평균소득의 70% 이하(가구원 수가 1명인 경우에는 90%, 2명인 경우에는 80%)이고, 무주택세대구성원으로서 국가보훈처장이 영구임대주택 입주가 필요하다고 인정하는 다음에 해당하는 공급신청자의 경우에는 일반공급에 따른 입주자선정 순위와 상관없이 그 건설량의 10%를 1세대 1주택의 기준으로 우선 공급받을 수 있습니다.<br/>",2023-03-17 16:35
510,84,6076,부동산/임대차,공공임대주택 입주자,임대차계약서 작성 및 자금 지원,"이번에 행복주택에 당첨된 대학생입니다. 처음으로 부동산 임대차계약을 하게 되었는데, 공공임대주택 임대차계약서는 어떻게, 어떤 내용으로 작성해야 하는지 궁금하고, 자금 지원을 받을 수 있는지도 궁금합니다.","공공임대주택에 대한 임대차계약을 체결하려는 사람은 표준임대차계약서를 사용해야 하며 공공임대주택 입주에 필요한 자금을 융자받을 수 있습니다.<br/>◇ 임대차계약서의 작성<br/>☞ 공공임대주택에 대한 임대차계약을 체결하려는 사람은 공공건설임대주택용 표준임대차계약서(분납임대주택은 제외)를 사용하며, 표준임대차계약서에는 다음의 사항이 포함됩니다.<br/>",2023-03-17 16:56
511,84,6074,부동산/임대차,공공임대주택 입주자,장기전세임대주택 입주자 선정 방법,"얼마 전 공공임대주택 중 장기전세임대주택 신청을 했는데 탈락됐습니다. 입주 요건에 나온 자격요건과 관련 서류들도 다 제출했는데, 다른 기준이 있는 것인지, 그 기준이 있다면 어떤 기준으로 입주자가 선정되는지 궁금합니다.",장기전세임대주택의 입주자 신청 시 같은 순위 안에서 경쟁이 있는 경우에는 다음의 내용이 포함된 기준을 별도로 정하여 입주자를 선정할 수 있습니다.<br/>◇ 장기전세임대주택 입주자 선정 방법<br/>① 주택청약종합저축 가입기간 또는 납입횟수·금액<br/>② 무주택기간<br/>,2023-03-17 16:51
512,84,6072,부동산/임대차,공공임대주택 입주자,행복주택 임대차계약 갱신 및 최대 거주기간,"1년 전에 행복주택에 당첨되어 입주하고 있습니다. 내년에 결혼을 하는데, 혼인신고를 하여 배우자가 제가 사는 행복주택으로 전입하면 거주기간이 달라지나요?","행복주택의 임대차계약은 2년마다 갱신하여야 하며, 청년을 비롯한 행복주택 입주자의 최대 거주기간은 다음과 같습니다.<br/>◇ 행복주택 입주 거주기간 및 입주자격 변경시 최대 거주기간<br/>☞ 대학생 및 청년: 6년<br/>☞ 신혼부부, 한부모가족, 창업지원주택·지역전략산업지원주택의 입주자 또는 장기근속자: 자녀(태아를 포함) 수를 기준으로 아래에서 정한 기간<br/>",2023-03-17 16:47
513,84,6077,부동산/임대차,공공임대주택 입주자,임대차계약의 재계약 거절 등,공공임대주택에 입주 중인 신혼부부입니다. 입주 초에 천장 누수와 관련하여 여러 차례 하자보수를 요청하였으나 7개월이 지난 지금까지도 아무런 조치가 취해지지 않고 있는데요. 이러한 사유로 임대차계약을 해지할 수 있나요?,네. 공공임대주택에 거주 중인 임차인은 시장·군수 또는 구청장이 임대주택에 거주하기 곤란할 정도의 중대한 하자가 있다고 인정하는 경우에는 임대차계약을 해제 또는 해지하거나 재계약을 거절할 수 있습니다.<br/>◇ 임차인의 해제·해지 및 재계약 거절 사유<br/>☞ 시장·군수 또는 구청장이 공공임대주택에 거주하기 곤란할 정도의 중대한 하자가 있다고 인정한 경우<br/>☞ 공공주택사업자가 시장·군수 또는 구청장이 지정한 기간에 하자보수명령을 이행하지 아니한 경우<br/>,2023-03-17 16:58
514,85,880,민형사/소송,소액재판,소장(訴狀)의 작성,"소액사건으로 소 제기를 하려고 하는데, 소장에는 어떤 내용을 써야 하나요?
","소장을 작성하여 제출할 경우 사건의 종류별로 해당하는 양식에 맞게 청구취지와 청구원인을 기재합니다.<br/>◇ 청구취지 기재사항<br/>☞ 청구취지는 원고가 얻어내려는 판결을 간단히 요약하는 부분입니다.<br/>◇ 청구원인 기재사항<br/>☞ 청구를 뒷받침하는 구체적 사실, 피고가 주장할 것이 명백한 방어방법에 대한 구체적 진술, 입증이 필요한 사실에 대한 증거방법 등을 작성하는 부분입니다.<br/>",2011-11-01 17:14
515,85,879,민형사/소송,소액재판,말로 소 제기하기,"소액사건으로 소 제기를 하려고 하는데, 소장 작성하는 방법을 모르겠습니다. 다른 방법은 없나요?
",소액사건의 소 제기는 말로써 법원서기관·법원사무관·법원주사 또는 법원주사보 앞에서 진술하는 방법으로 할 수 있습니다.<br/>◇ 말로 소 제기 하기<br/>☞ 말로써 소를 제기하는 경우 법원서기관·법원사무관·법원주사 또는 법원주사보 앞에서 진술해야 합니다.<br/>☞ 이 경우에 법원서기관·법원사무관·법원주사 또는 법원주사보는 제소조서를 작성하고 이에 기명날인 합니다.<br/>☞ 말로써 소를 제기하는 경우 법원서기관·법원사무관·법원주사 또는 법원주사보는 제소조서의 말미에 다음의 사항을 첨가할 수 있습니다.<br/>,2010-10-11 0:00
516,85,875,민형사/소송,소액재판,소액사건재판의 준비물,"소액사건재판을 하려고 하는데 무엇이 필요한지 궁금합니다.
","소액사건의 소를 제기하기 위해서는 소장, 인지대, 송달료 및 증거서류 등이 필요합니다.<br/>◇ 소장(訴狀)<br/>☞ 소액사건의 소를 제기하려는 사람은 소장 정본과 피고의 수에 1을 더한 만큼의 복사본을 제출해야 합니다. 예컨대, 피고가 2명이라면 소장 정본과, 소장 복사본 3부를 제출해야 합니다.<br/>☞ 소장에는 다음의 서류를 첨부합니다.<br/>",2011-11-01 17:16
517,85,881,민형사/소송,소액재판,소액사건의 관할,"소액사건으로 소제기를 하려고 하는데, 어느 법원에 소장을 제출해야 하나요?
","소액사건의 소는 피고의 주소지에 해당하는 관할 지방법원 또는 지방법원 지원에 제기하는 것이 일반적이지만, 어음·수표 지급지의 법원, 불법행위가 발생한 지역의 관할 법원에 제기할 수도 있습니다.<br/>◇ 보통재판적<br/>☞ 소액사건의 소는 지방법원, 지방법원 지원, 시·군법원에 제기해야 합니다.<br/>☞ 소액사건의 소는 피고의 주소지에 해당하는 관할 지방법원, 지방법원 지원 등에 제기하는 것이 보통입니다.<br/>",2010-10-11 0:00
518,85,869,민형사/소송,소액재판,소액사건재판 제도,"아는 사람에게 500만원을 빌려줬는데 갚지 않습니다. 소송을 해야 할 것 같은데 비용이며, 시간이 꽤 들 것 같네요. 방법이 없을까요?
","소송의 당사자가 소송으로 청구하는 금액이나 물건의 가치가 3천만원을 넘지 않는 사건은 시간이나 비용에 있어서 민사소송보다 간편한 절차로 진행할 수 있는 소액사건재판 제도를 이용할 수 있습니다.<br/>소액사건재판 외에도 민사조정이나 지급명령(독촉절차)을 이용할 수도 있습니다.<br/>◇ 소액사건의 범위<br/>☞ 소가(소송목적의 값)가 3천만원을 넘지 않는 사건으로서, 금전, 그 밖의 대체물이나 유가증권의 일정한 수량의 지급을 목적으로 하는 사건<br/>",2017-01-03 16:46
519,85,871,민형사/소송,소액재판,이행권고결정에 대한 이의신청,"돈을 빌리지도 않았는데 법원으로부터 원고에게 돈을 갚으라고 하는 이행권고결정서를 받았습니다. 저는 어떻게 해야 하나요?
","피고는 이행권고결정서의 등본을 송달받은 날부터 2주일 내에 서면으로 이의신청을 할 수 있습니다. 다만, 그 등본이 송달되기 전에도 이의신청을 할 수 있습니다.<br/>◇ 이행권고결정서에 대한 이의신청<br/>☞ 이행권고결정서를 받은 피고는 원고의 청구에 대해 이의가 있으면 결정서를 송달받은 날부터 2주일 내에 또는 등본이 송달되기 전에 서면으로 이의신청을 할 수 있습니다.<br/>",2010-10-11 0:00
520,85,872,민형사/소송,소액재판,소액사건재판 절차,"소액사건재판 절차는 어떻게 진행되나요?
","원고가 법원에 소액사건재판의 소장을 접수하면 법원은 그 소장을 기초로 ① 피고에게 이행권고결정을 하고, ② 피고가 정해진 기간 내에 이행권고결정에 대한 이의신청을 하면, ③ 소액사건재판절차를 진행합니다.<br/>만약, 피고가 이행권고결정에 대한 이의신청을 하지 않거나, 피고의 이의신청이 각하되는 등의 경우 이행권고결정은 확정판결과 동일한 효력을 가지게 되며, 원고는 이를 기초로 피고에 대해 강제집행을 할 수 있습니다.<br/>원고가 접수한 소장이 이행권고결정을 하기에 적절하지 않다고 법원이 판단한 경우에는 소액사건재판이 진행됩니다.<br/>",2010-10-11 0:00
521,85,884,민형사/소송,소액재판,소액사건재판의 상소,"소액사건재판을 받았는데, 판결에 승복할 수 없습니다. 어떻게 해야 하나요?
","소액사건재판에 대한 판결이나 결정·명령에 불복하는 경우에는 항소할 수 있으며, 항소심 재판부는 해당 지방법원 합의부가 됩니다.<br/>항소심이나 항고심의 판결이나 결정·명령에 불복하는 경우에는 상고 또는 재항고 할 수 있습니다.<br/>◇ 항소<br/>☞ &quot;항소&quot;란, 제1심법원의 판결에 불복이 있는 경우에 상급법원에 제기하는 불복신청을 말합니다.<br/>☞ 항소는 판결서 송달 전 또는 판결서가 송달된 날부터 2주 내에 해야 합니다.<br/>",2010-10-11 0:00
522,85,870,민형사/소송,소액재판,이행권고결정,"소액사건재판에는 이행권고결정이라는 것이 있다던데, 이행권고결정이 무엇인가요?
","소액사건의 소장을 접수하면 법원은 이를 심사하여 피고에게 청구취지대로 이행할 것을 권고할 수 있습니다.<br/>법원의 이행권고결정에 대해 ① 피고가 이의신청을 하지 않거나, ② 이의신청에 대한 각하결정이 확정되거나, ③ 피고가 이의신청을 취하한 경우 이행권고결정은 재판절차 없이도 재판에서 판결을 받은 것과 같은 효력을 가집니다.<br/>◇ 이행권고결정<br/>☞ 소액사건의 소장을 접수하면 판사가 이를 심사하여 피고에게 청구취지대로 이행할 것을 권고할 수 있습니다.<br/>",2010-10-11 0:00
